from,to,type,subtype
mmu:11848,mmu:19878,PPrel,activation
mmu:67653,mmu:19878,PPrel,activation
mmu:18706,mmu:277360,PPrel,compound
mmu:18706,mmu:277360,PPrel,activation
mmu:18707,mmu:277360,PPrel,compound
mmu:18707,mmu:277360,PPrel,activation
mmu:18708,mmu:277360,PPrel,compound
mmu:18708,mmu:277360,PPrel,activation
mmu:18709,mmu:277360,PPrel,compound
mmu:18709,mmu:277360,PPrel,activation
mmu:18710,mmu:277360,PPrel,compound
mmu:18710,mmu:277360,PPrel,activation
mmu:74769,mmu:277360,PPrel,compound
mmu:74769,mmu:277360,PPrel,activation
mmu:277360,mmu:170758,PPrel,activation
mmu:277360,mmu:19353,PPrel,activation
mmu:277360,mmu:19354,PPrel,activation
mmu:100503710,mmu:277360,PPrel,activation
mmu:14688,mmu:277360,PPrel,activation
mmu:14693,mmu:277360,PPrel,activation
mmu:14695,mmu:277360,PPrel,activation
mmu:14696,mmu:277360,PPrel,activation
mmu:14697,mmu:277360,PPrel,activation
mmu:14699,mmu:277360,PPrel,activation
mmu:14700,mmu:277360,PPrel,activation
mmu:14701,mmu:277360,PPrel,activation
mmu:14702,mmu:277360,PPrel,activation
mmu:14704,mmu:277360,PPrel,activation
mmu:14706,mmu:277360,PPrel,activation
mmu:14707,mmu:277360,PPrel,activation
mmu:14708,mmu:277360,PPrel,activation
mmu:14709,mmu:277360,PPrel,activation
mmu:14710,mmu:277360,PPrel,activation
mmu:64337,mmu:277360,PPrel,activation
mmu:66066,mmu:277360,PPrel,activation
mmu:100503710,mmu:18706,PPrel,activation
mmu:14688,mmu:18706,PPrel,activation
mmu:14693,mmu:18706,PPrel,activation
mmu:14695,mmu:18706,PPrel,activation
mmu:14696,mmu:18706,PPrel,activation
mmu:14697,mmu:18706,PPrel,activation
mmu:14699,mmu:18706,PPrel,activation
mmu:14700,mmu:18706,PPrel,activation
mmu:14701,mmu:18706,PPrel,activation
mmu:14702,mmu:18706,PPrel,activation
mmu:14704,mmu:18706,PPrel,activation
mmu:14706,mmu:18706,PPrel,activation
mmu:14707,mmu:18706,PPrel,activation
mmu:14708,mmu:18706,PPrel,activation
mmu:14709,mmu:18706,PPrel,activation
mmu:14710,mmu:18706,PPrel,activation
mmu:64337,mmu:18706,PPrel,activation
mmu:66066,mmu:18706,PPrel,activation
mmu:100503710,mmu:18707,PPrel,activation
mmu:14688,mmu:18707,PPrel,activation
mmu:14693,mmu:18707,PPrel,activation
mmu:14695,mmu:18707,PPrel,activation
mmu:14696,mmu:18707,PPrel,activation
mmu:14697,mmu:18707,PPrel,activation
mmu:14699,mmu:18707,PPrel,activation
mmu:14700,mmu:18707,PPrel,activation
mmu:14701,mmu:18707,PPrel,activation
mmu:14702,mmu:18707,PPrel,activation
mmu:14704,mmu:18707,PPrel,activation
mmu:14706,mmu:18707,PPrel,activation
mmu:14707,mmu:18707,PPrel,activation
mmu:14708,mmu:18707,PPrel,activation
mmu:14709,mmu:18707,PPrel,activation
mmu:14710,mmu:18707,PPrel,activation
mmu:64337,mmu:18707,PPrel,activation
mmu:66066,mmu:18707,PPrel,activation
mmu:100503710,mmu:18708,PPrel,activation
mmu:14688,mmu:18708,PPrel,activation
mmu:14693,mmu:18708,PPrel,activation
mmu:14695,mmu:18708,PPrel,activation
mmu:14696,mmu:18708,PPrel,activation
mmu:14697,mmu:18708,PPrel,activation
mmu:14699,mmu:18708,PPrel,activation
mmu:14700,mmu:18708,PPrel,activation
mmu:14701,mmu:18708,PPrel,activation
mmu:14702,mmu:18708,PPrel,activation
mmu:14704,mmu:18708,PPrel,activation
mmu:14706,mmu:18708,PPrel,activation
mmu:14707,mmu:18708,PPrel,activation
mmu:14708,mmu:18708,PPrel,activation
mmu:14709,mmu:18708,PPrel,activation
mmu:14710,mmu:18708,PPrel,activation
mmu:64337,mmu:18708,PPrel,activation
mmu:66066,mmu:18708,PPrel,activation
mmu:100503710,mmu:18709,PPrel,activation
mmu:14688,mmu:18709,PPrel,activation
mmu:14693,mmu:18709,PPrel,activation
mmu:14695,mmu:18709,PPrel,activation
mmu:14696,mmu:18709,PPrel,activation
mmu:14697,mmu:18709,PPrel,activation
mmu:14699,mmu:18709,PPrel,activation
mmu:14700,mmu:18709,PPrel,activation
mmu:14701,mmu:18709,PPrel,activation
mmu:14702,mmu:18709,PPrel,activation
mmu:14704,mmu:18709,PPrel,activation
mmu:14706,mmu:18709,PPrel,activation
mmu:14707,mmu:18709,PPrel,activation
mmu:14708,mmu:18709,PPrel,activation
mmu:14709,mmu:18709,PPrel,activation
mmu:14710,mmu:18709,PPrel,activation
mmu:64337,mmu:18709,PPrel,activation
mmu:66066,mmu:18709,PPrel,activation
mmu:100503710,mmu:18710,PPrel,activation
mmu:14688,mmu:18710,PPrel,activation
mmu:14693,mmu:18710,PPrel,activation
mmu:14695,mmu:18710,PPrel,activation
mmu:14696,mmu:18710,PPrel,activation
mmu:14697,mmu:18710,PPrel,activation
mmu:14699,mmu:18710,PPrel,activation
mmu:14700,mmu:18710,PPrel,activation
mmu:14701,mmu:18710,PPrel,activation
mmu:14702,mmu:18710,PPrel,activation
mmu:14704,mmu:18710,PPrel,activation
mmu:14706,mmu:18710,PPrel,activation
mmu:14707,mmu:18710,PPrel,activation
mmu:14708,mmu:18710,PPrel,activation
mmu:14709,mmu:18710,PPrel,activation
mmu:14710,mmu:18710,PPrel,activation
mmu:64337,mmu:18710,PPrel,activation
mmu:66066,mmu:18710,PPrel,activation
mmu:100503710,mmu:74769,PPrel,activation
mmu:14688,mmu:74769,PPrel,activation
mmu:14693,mmu:74769,PPrel,activation
mmu:14695,mmu:74769,PPrel,activation
mmu:14696,mmu:74769,PPrel,activation
mmu:14697,mmu:74769,PPrel,activation
mmu:14699,mmu:74769,PPrel,activation
mmu:14700,mmu:74769,PPrel,activation
mmu:14701,mmu:74769,PPrel,activation
mmu:14702,mmu:74769,PPrel,activation
mmu:14704,mmu:74769,PPrel,activation
mmu:14706,mmu:74769,PPrel,activation
mmu:14707,mmu:74769,PPrel,activation
mmu:14708,mmu:74769,PPrel,activation
mmu:14709,mmu:74769,PPrel,activation
mmu:14710,mmu:74769,PPrel,activation
mmu:64337,mmu:74769,PPrel,activation
mmu:66066,mmu:74769,PPrel,activation
mmu:14191,mmu:19229,PPrel,activation
mmu:14191,mmu:19229,PPrel,phosphorylation
mmu:15162,mmu:19229,PPrel,activation
mmu:15162,mmu:19229,PPrel,phosphorylation
mmu:17096,mmu:19229,PPrel,activation
mmu:17096,mmu:19229,PPrel,phosphorylation
mmu:20779,mmu:19229,PPrel,activation
mmu:20779,mmu:19229,PPrel,phosphorylation
mmu:19229,mmu:19303,PPrel,binding/association
mmu:19229,mmu:12928,PPrel,binding/association
mmu:19229,mmu:12929,PPrel,binding/association
mmu:14191,mmu:14083,PPrel,activation
mmu:14191,mmu:14083,PPrel,phosphorylation
mmu:15162,mmu:14083,PPrel,activation
mmu:15162,mmu:14083,PPrel,phosphorylation
mmu:17096,mmu:14083,PPrel,activation
mmu:17096,mmu:14083,PPrel,phosphorylation
mmu:20779,mmu:14083,PPrel,activation
mmu:20779,mmu:14083,PPrel,phosphorylation
mmu:18706,mmu:14083,PPrel,activation
mmu:18706,mmu:14083,PPrel,phosphorylation
mmu:18707,mmu:14083,PPrel,activation
mmu:18707,mmu:14083,PPrel,phosphorylation
mmu:18708,mmu:14083,PPrel,activation
mmu:18708,mmu:14083,PPrel,phosphorylation
mmu:18709,mmu:14083,PPrel,activation
mmu:18709,mmu:14083,PPrel,phosphorylation
mmu:18710,mmu:14083,PPrel,activation
mmu:18710,mmu:14083,PPrel,phosphorylation
mmu:74769,mmu:14083,PPrel,activation
mmu:74769,mmu:14083,PPrel,phosphorylation
mmu:14083,mmu:19303,PPrel,activation
mmu:14083,mmu:19303,PPrel,phosphorylation
mmu:14083,mmu:12927,PPrel,binding/association
mmu:12927,mmu:12928,PPrel,binding/association
mmu:12927,mmu:12929,PPrel,binding/association
mmu:14677,mmu:100503710,PPrel,dissociation
mmu:14678,mmu:100503710,PPrel,dissociation
mmu:14679,mmu:100503710,PPrel,dissociation
mmu:14677,mmu:14688,PPrel,dissociation
mmu:14678,mmu:14688,PPrel,dissociation
mmu:14679,mmu:14688,PPrel,dissociation
mmu:14677,mmu:14693,PPrel,dissociation
mmu:14678,mmu:14693,PPrel,dissociation
mmu:14679,mmu:14693,PPrel,dissociation
mmu:14677,mmu:14695,PPrel,dissociation
mmu:14678,mmu:14695,PPrel,dissociation
mmu:14679,mmu:14695,PPrel,dissociation
mmu:14677,mmu:14696,PPrel,dissociation
mmu:14678,mmu:14696,PPrel,dissociation
mmu:14679,mmu:14696,PPrel,dissociation
mmu:14677,mmu:14697,PPrel,dissociation
mmu:14678,mmu:14697,PPrel,dissociation
mmu:14679,mmu:14697,PPrel,dissociation
mmu:14677,mmu:14699,PPrel,dissociation
mmu:14678,mmu:14699,PPrel,dissociation
mmu:14679,mmu:14699,PPrel,dissociation
mmu:14677,mmu:14700,PPrel,dissociation
mmu:14678,mmu:14700,PPrel,dissociation
mmu:14679,mmu:14700,PPrel,dissociation
mmu:14677,mmu:14701,PPrel,dissociation
mmu:14678,mmu:14701,PPrel,dissociation
mmu:14679,mmu:14701,PPrel,dissociation
mmu:14677,mmu:14702,PPrel,dissociation
mmu:14678,mmu:14702,PPrel,dissociation
mmu:14679,mmu:14702,PPrel,dissociation
mmu:14677,mmu:14704,PPrel,dissociation
mmu:14678,mmu:14704,PPrel,dissociation
mmu:14679,mmu:14704,PPrel,dissociation
mmu:14677,mmu:14706,PPrel,dissociation
mmu:14678,mmu:14706,PPrel,dissociation
mmu:14679,mmu:14706,PPrel,dissociation
mmu:14677,mmu:14707,PPrel,dissociation
mmu:14678,mmu:14707,PPrel,dissociation
mmu:14679,mmu:14707,PPrel,dissociation
mmu:14677,mmu:14708,PPrel,dissociation
mmu:14678,mmu:14708,PPrel,dissociation
mmu:14679,mmu:14708,PPrel,dissociation
mmu:14677,mmu:14709,PPrel,dissociation
mmu:14678,mmu:14709,PPrel,dissociation
mmu:14679,mmu:14709,PPrel,dissociation
mmu:14677,mmu:14710,PPrel,dissociation
mmu:14678,mmu:14710,PPrel,dissociation
mmu:14679,mmu:14710,PPrel,dissociation
mmu:14677,mmu:64337,PPrel,dissociation
mmu:14678,mmu:64337,PPrel,dissociation
mmu:14679,mmu:64337,PPrel,dissociation
mmu:14677,mmu:66066,PPrel,dissociation
mmu:14678,mmu:66066,PPrel,dissociation
mmu:14679,mmu:66066,PPrel,dissociation
mmu:100503710,mmu:18795,PPrel,activation
mmu:14688,mmu:18795,PPrel,activation
mmu:14693,mmu:18795,PPrel,activation
mmu:14695,mmu:18795,PPrel,activation
mmu:14696,mmu:18795,PPrel,activation
mmu:14697,mmu:18795,PPrel,activation
mmu:14699,mmu:18795,PPrel,activation
mmu:14700,mmu:18795,PPrel,activation
mmu:14701,mmu:18795,PPrel,activation
mmu:14702,mmu:18795,PPrel,activation
mmu:14704,mmu:18795,PPrel,activation
mmu:14706,mmu:18795,PPrel,activation
mmu:14707,mmu:18795,PPrel,activation
mmu:14708,mmu:18795,PPrel,activation
mmu:14709,mmu:18795,PPrel,activation
mmu:14710,mmu:18795,PPrel,activation
mmu:64337,mmu:18795,PPrel,activation
mmu:66066,mmu:18795,PPrel,activation
mmu:100503710,mmu:18796,PPrel,activation
mmu:14688,mmu:18796,PPrel,activation
mmu:14693,mmu:18796,PPrel,activation
mmu:14695,mmu:18796,PPrel,activation
mmu:14696,mmu:18796,PPrel,activation
mmu:14697,mmu:18796,PPrel,activation
mmu:14699,mmu:18796,PPrel,activation
mmu:14700,mmu:18796,PPrel,activation
mmu:14701,mmu:18796,PPrel,activation
mmu:14702,mmu:18796,PPrel,activation
mmu:14704,mmu:18796,PPrel,activation
mmu:14706,mmu:18796,PPrel,activation
mmu:14707,mmu:18796,PPrel,activation
mmu:14708,mmu:18796,PPrel,activation
mmu:14709,mmu:18796,PPrel,activation
mmu:14710,mmu:18796,PPrel,activation
mmu:64337,mmu:18796,PPrel,activation
mmu:66066,mmu:18796,PPrel,activation
mmu:100503710,mmu:18797,PPrel,activation
mmu:14688,mmu:18797,PPrel,activation
mmu:14693,mmu:18797,PPrel,activation
mmu:14695,mmu:18797,PPrel,activation
mmu:14696,mmu:18797,PPrel,activation
mmu:14697,mmu:18797,PPrel,activation
mmu:14699,mmu:18797,PPrel,activation
mmu:14700,mmu:18797,PPrel,activation
mmu:14701,mmu:18797,PPrel,activation
mmu:14702,mmu:18797,PPrel,activation
mmu:14704,mmu:18797,PPrel,activation
mmu:14706,mmu:18797,PPrel,activation
mmu:14707,mmu:18797,PPrel,activation
mmu:14708,mmu:18797,PPrel,activation
mmu:14709,mmu:18797,PPrel,activation
mmu:14710,mmu:18797,PPrel,activation
mmu:64337,mmu:18797,PPrel,activation
mmu:66066,mmu:18797,PPrel,activation
mmu:100503710,mmu:18798,PPrel,activation
mmu:14688,mmu:18798,PPrel,activation
mmu:14693,mmu:18798,PPrel,activation
mmu:14695,mmu:18798,PPrel,activation
mmu:14696,mmu:18798,PPrel,activation
mmu:14697,mmu:18798,PPrel,activation
mmu:14699,mmu:18798,PPrel,activation
mmu:14700,mmu:18798,PPrel,activation
mmu:14701,mmu:18798,PPrel,activation
mmu:14702,mmu:18798,PPrel,activation
mmu:14704,mmu:18798,PPrel,activation
mmu:14706,mmu:18798,PPrel,activation
mmu:14707,mmu:18798,PPrel,activation
mmu:14708,mmu:18798,PPrel,activation
mmu:14709,mmu:18798,PPrel,activation
mmu:14710,mmu:18798,PPrel,activation
mmu:64337,mmu:18798,PPrel,activation
mmu:66066,mmu:18798,PPrel,activation
mmu:100503710,mmu:18803,PPrel,activation
mmu:14688,mmu:18803,PPrel,activation
mmu:14693,mmu:18803,PPrel,activation
mmu:14695,mmu:18803,PPrel,activation
mmu:14696,mmu:18803,PPrel,activation
mmu:14697,mmu:18803,PPrel,activation
mmu:14699,mmu:18803,PPrel,activation
mmu:14700,mmu:18803,PPrel,activation
mmu:14701,mmu:18803,PPrel,activation
mmu:14702,mmu:18803,PPrel,activation
mmu:14704,mmu:18803,PPrel,activation
mmu:14706,mmu:18803,PPrel,activation
mmu:14707,mmu:18803,PPrel,activation
mmu:14708,mmu:18803,PPrel,activation
mmu:14709,mmu:18803,PPrel,activation
mmu:14710,mmu:18803,PPrel,activation
mmu:64337,mmu:18803,PPrel,activation
mmu:66066,mmu:18803,PPrel,activation
mmu:100503710,mmu:234779,PPrel,activation
mmu:14688,mmu:234779,PPrel,activation
mmu:14693,mmu:234779,PPrel,activation
mmu:14695,mmu:234779,PPrel,activation
mmu:14696,mmu:234779,PPrel,activation
mmu:14697,mmu:234779,PPrel,activation
mmu:14699,mmu:234779,PPrel,activation
mmu:14700,mmu:234779,PPrel,activation
mmu:14701,mmu:234779,PPrel,activation
mmu:14702,mmu:234779,PPrel,activation
mmu:14704,mmu:234779,PPrel,activation
mmu:14706,mmu:234779,PPrel,activation
mmu:14707,mmu:234779,PPrel,activation
mmu:14708,mmu:234779,PPrel,activation
mmu:14709,mmu:234779,PPrel,activation
mmu:14710,mmu:234779,PPrel,activation
mmu:64337,mmu:234779,PPrel,activation
mmu:66066,mmu:234779,PPrel,activation
mmu:18795,cpd:C01245,PCrel,activation
mmu:18796,cpd:C01245,PCrel,activation
mmu:18797,cpd:C01245,PCrel,activation
mmu:18798,cpd:C01245,PCrel,activation
mmu:18803,cpd:C01245,PCrel,activation
mmu:234779,cpd:C01245,PCrel,activation
cpd:C00076,mmu:19395,PCrel,activation
cpd:C00076,mmu:19395,PCrel,indirect effect
mmu:19395,mmu:109905,PPrel,activation
mmu:19395,mmu:215449,PPrel,activation
mmu:109905,mmu:12540,PPrel,activation
mmu:109905,mmu:12540,PPrel,indirect effect
mmu:215449,mmu:12540,PPrel,activation
mmu:215449,mmu:12540,PPrel,indirect effect
mmu:21844,mmu:170758,PPrel,activation
mmu:21844,mmu:19353,PPrel,activation
mmu:21844,mmu:19354,PPrel,activation
cpd:C00076,mmu:18751,PCrel,activation
cpd:C00076,mmu:18753,PCrel,activation
mmu:18795,mmu:18751,PPrel,compound
mmu:18795,mmu:18751,PPrel,activation
mmu:18796,mmu:18751,PPrel,compound
mmu:18796,mmu:18751,PPrel,activation
mmu:18797,mmu:18751,PPrel,compound
mmu:18797,mmu:18751,PPrel,activation
mmu:18798,mmu:18751,PPrel,compound
mmu:18798,mmu:18751,PPrel,activation
mmu:18803,mmu:18751,PPrel,compound
mmu:18803,mmu:18751,PPrel,activation
mmu:234779,mmu:18751,PPrel,compound
mmu:234779,mmu:18751,PPrel,activation
mmu:18795,mmu:18753,PPrel,compound
mmu:18795,mmu:18753,PPrel,activation
mmu:18796,mmu:18753,PPrel,compound
mmu:18796,mmu:18753,PPrel,activation
mmu:18797,mmu:18753,PPrel,compound
mmu:18797,mmu:18753,PPrel,activation
mmu:18798,mmu:18753,PPrel,compound
mmu:18798,mmu:18753,PPrel,activation
mmu:18803,mmu:18753,PPrel,compound
mmu:18803,mmu:18753,PPrel,activation
mmu:234779,mmu:18753,PPrel,compound
mmu:234779,mmu:18753,PPrel,activation
cpd:C00165,mmu:19395,PCrel,activation
cpd:C00165,mmu:19395,PCrel,indirect effect
mmu:18751,mmu:17969,PPrel,activation
mmu:18751,mmu:17969,PPrel,indirect effect
mmu:18753,mmu:17969,PPrel,activation
mmu:18753,mmu:17969,PPrel,indirect effect
mmu:109689,mmu:12145,PPrel,binding/association
mmu:216869,mmu:12145,PPrel,binding/association
mmu:109689,mmu:12458,PPrel,binding/association
mmu:216869,mmu:12458,PPrel,binding/association
mmu:109689,mmu:12765,PPrel,binding/association
mmu:216869,mmu:12765,PPrel,binding/association
mmu:109689,mmu:12766,PPrel,binding/association
mmu:216869,mmu:12766,PPrel,binding/association
mmu:109689,mmu:12767,PPrel,binding/association
mmu:216869,mmu:12767,PPrel,binding/association
mmu:109689,mmu:12768,PPrel,binding/association
mmu:216869,mmu:12768,PPrel,binding/association
mmu:109689,mmu:12769,PPrel,binding/association
mmu:216869,mmu:12769,PPrel,binding/association
mmu:109689,mmu:12770,PPrel,binding/association
mmu:216869,mmu:12770,PPrel,binding/association
mmu:109689,mmu:12771,PPrel,binding/association
mmu:216869,mmu:12771,PPrel,binding/association
mmu:109689,mmu:12772,PPrel,binding/association
mmu:216869,mmu:12772,PPrel,binding/association
mmu:109689,mmu:12773,PPrel,binding/association
mmu:216869,mmu:12773,PPrel,binding/association
mmu:109689,mmu:12774,PPrel,binding/association
mmu:216869,mmu:12774,PPrel,binding/association
mmu:109689,mmu:12775,PPrel,binding/association
mmu:216869,mmu:12775,PPrel,binding/association
mmu:109689,mmu:12776,PPrel,binding/association
mmu:216869,mmu:12776,PPrel,binding/association
mmu:109689,mmu:12777,PPrel,binding/association
mmu:216869,mmu:12777,PPrel,binding/association
mmu:109689,mmu:13051,PPrel,binding/association
mmu:216869,mmu:13051,PPrel,binding/association
mmu:109689,mmu:227288,PPrel,binding/association
mmu:216869,mmu:227288,PPrel,binding/association
mmu:109689,mmu:23832,PPrel,binding/association
mmu:216869,mmu:23832,PPrel,binding/association
mmu:109689,mmu:80901,PPrel,binding/association
mmu:216869,mmu:80901,PPrel,binding/association
mmu:110355,mmu:12145,PPrel,phosphorylation
mmu:14772,mmu:12145,PPrel,phosphorylation
mmu:14773,mmu:12145,PPrel,phosphorylation
mmu:24013,mmu:12145,PPrel,phosphorylation
mmu:26385,mmu:12145,PPrel,phosphorylation
mmu:320129,mmu:12145,PPrel,phosphorylation
mmu:110355,mmu:12458,PPrel,phosphorylation
mmu:14772,mmu:12458,PPrel,phosphorylation
mmu:14773,mmu:12458,PPrel,phosphorylation
mmu:24013,mmu:12458,PPrel,phosphorylation
mmu:26385,mmu:12458,PPrel,phosphorylation
mmu:320129,mmu:12458,PPrel,phosphorylation
mmu:110355,mmu:12765,PPrel,phosphorylation
mmu:14772,mmu:12765,PPrel,phosphorylation
mmu:14773,mmu:12765,PPrel,phosphorylation
mmu:24013,mmu:12765,PPrel,phosphorylation
mmu:26385,mmu:12765,PPrel,phosphorylation
mmu:320129,mmu:12765,PPrel,phosphorylation
mmu:110355,mmu:12766,PPrel,phosphorylation
mmu:14772,mmu:12766,PPrel,phosphorylation
mmu:14773,mmu:12766,PPrel,phosphorylation
mmu:24013,mmu:12766,PPrel,phosphorylation
mmu:26385,mmu:12766,PPrel,phosphorylation
mmu:320129,mmu:12766,PPrel,phosphorylation
mmu:110355,mmu:12767,PPrel,phosphorylation
mmu:14772,mmu:12767,PPrel,phosphorylation
mmu:14773,mmu:12767,PPrel,phosphorylation
mmu:24013,mmu:12767,PPrel,phosphorylation
mmu:26385,mmu:12767,PPrel,phosphorylation
mmu:320129,mmu:12767,PPrel,phosphorylation
mmu:110355,mmu:12768,PPrel,phosphorylation
mmu:14772,mmu:12768,PPrel,phosphorylation
mmu:14773,mmu:12768,PPrel,phosphorylation
mmu:24013,mmu:12768,PPrel,phosphorylation
mmu:26385,mmu:12768,PPrel,phosphorylation
mmu:320129,mmu:12768,PPrel,phosphorylation
mmu:110355,mmu:12769,PPrel,phosphorylation
mmu:14772,mmu:12769,PPrel,phosphorylation
mmu:14773,mmu:12769,PPrel,phosphorylation
mmu:24013,mmu:12769,PPrel,phosphorylation
mmu:26385,mmu:12769,PPrel,phosphorylation
mmu:320129,mmu:12769,PPrel,phosphorylation
mmu:110355,mmu:12770,PPrel,phosphorylation
mmu:14772,mmu:12770,PPrel,phosphorylation
mmu:14773,mmu:12770,PPrel,phosphorylation
mmu:24013,mmu:12770,PPrel,phosphorylation
mmu:26385,mmu:12770,PPrel,phosphorylation
mmu:320129,mmu:12770,PPrel,phosphorylation
mmu:110355,mmu:12771,PPrel,phosphorylation
mmu:14772,mmu:12771,PPrel,phosphorylation
mmu:14773,mmu:12771,PPrel,phosphorylation
mmu:24013,mmu:12771,PPrel,phosphorylation
mmu:26385,mmu:12771,PPrel,phosphorylation
mmu:320129,mmu:12771,PPrel,phosphorylation
mmu:110355,mmu:12772,PPrel,phosphorylation
mmu:14772,mmu:12772,PPrel,phosphorylation
mmu:14773,mmu:12772,PPrel,phosphorylation
mmu:24013,mmu:12772,PPrel,phosphorylation
mmu:26385,mmu:12772,PPrel,phosphorylation
mmu:320129,mmu:12772,PPrel,phosphorylation
mmu:110355,mmu:12773,PPrel,phosphorylation
mmu:14772,mmu:12773,PPrel,phosphorylation
mmu:14773,mmu:12773,PPrel,phosphorylation
mmu:24013,mmu:12773,PPrel,phosphorylation
mmu:26385,mmu:12773,PPrel,phosphorylation
mmu:320129,mmu:12773,PPrel,phosphorylation
mmu:110355,mmu:12774,PPrel,phosphorylation
mmu:14772,mmu:12774,PPrel,phosphorylation
mmu:14773,mmu:12774,PPrel,phosphorylation
mmu:24013,mmu:12774,PPrel,phosphorylation
mmu:26385,mmu:12774,PPrel,phosphorylation
mmu:320129,mmu:12774,PPrel,phosphorylation
mmu:110355,mmu:12775,PPrel,phosphorylation
mmu:14772,mmu:12775,PPrel,phosphorylation
mmu:14773,mmu:12775,PPrel,phosphorylation
mmu:24013,mmu:12775,PPrel,phosphorylation
mmu:26385,mmu:12775,PPrel,phosphorylation
mmu:320129,mmu:12775,PPrel,phosphorylation
mmu:110355,mmu:12776,PPrel,phosphorylation
mmu:14772,mmu:12776,PPrel,phosphorylation
mmu:14773,mmu:12776,PPrel,phosphorylation
mmu:24013,mmu:12776,PPrel,phosphorylation
mmu:26385,mmu:12776,PPrel,phosphorylation
mmu:320129,mmu:12776,PPrel,phosphorylation
mmu:110355,mmu:12777,PPrel,phosphorylation
mmu:14772,mmu:12777,PPrel,phosphorylation
mmu:14773,mmu:12777,PPrel,phosphorylation
mmu:24013,mmu:12777,PPrel,phosphorylation
mmu:26385,mmu:12777,PPrel,phosphorylation
mmu:320129,mmu:12777,PPrel,phosphorylation
mmu:110355,mmu:13051,PPrel,phosphorylation
mmu:14772,mmu:13051,PPrel,phosphorylation
mmu:14773,mmu:13051,PPrel,phosphorylation
mmu:24013,mmu:13051,PPrel,phosphorylation
mmu:26385,mmu:13051,PPrel,phosphorylation
mmu:320129,mmu:13051,PPrel,phosphorylation
mmu:110355,mmu:227288,PPrel,phosphorylation
mmu:14772,mmu:227288,PPrel,phosphorylation
mmu:14773,mmu:227288,PPrel,phosphorylation
mmu:24013,mmu:227288,PPrel,phosphorylation
mmu:26385,mmu:227288,PPrel,phosphorylation
mmu:320129,mmu:227288,PPrel,phosphorylation
mmu:110355,mmu:23832,PPrel,phosphorylation
mmu:14772,mmu:23832,PPrel,phosphorylation
mmu:14773,mmu:23832,PPrel,phosphorylation
mmu:24013,mmu:23832,PPrel,phosphorylation
mmu:26385,mmu:23832,PPrel,phosphorylation
mmu:320129,mmu:23832,PPrel,phosphorylation
mmu:110355,mmu:80901,PPrel,phosphorylation
mmu:14772,mmu:80901,PPrel,phosphorylation
mmu:14773,mmu:80901,PPrel,phosphorylation
mmu:24013,mmu:80901,PPrel,phosphorylation
mmu:26385,mmu:80901,PPrel,phosphorylation
mmu:320129,mmu:80901,PPrel,phosphorylation
mmu:11651,mmu:56484,PPrel,inhibition
mmu:11651,mmu:56484,PPrel,phosphorylation
mmu:11652,mmu:56484,PPrel,inhibition
mmu:11652,mmu:56484,PPrel,phosphorylation
mmu:23797,mmu:56484,PPrel,inhibition
mmu:23797,mmu:56484,PPrel,phosphorylation
mmu:18751,mmu:19229,PPrel,activation
mmu:18751,mmu:19229,PPrel,indirect effect
mmu:18753,mmu:19229,PPrel,activation
mmu:18753,mmu:19229,PPrel,indirect effect
mmu:14191,mmu:104709,PPrel,NA
mmu:15162,mmu:104709,PPrel,NA
mmu:17096,mmu:104709,PPrel,NA
mmu:20779,mmu:104709,PPrel,NA
mmu:14191,mmu:30955,PPrel,NA
mmu:15162,mmu:30955,PPrel,NA
mmu:17096,mmu:30955,PPrel,NA
mmu:20779,mmu:30955,PPrel,NA
mmu:14191,mmu:320207,PPrel,NA
mmu:15162,mmu:320207,PPrel,NA
mmu:17096,mmu:320207,PPrel,NA
mmu:20779,mmu:320207,PPrel,NA
mmu:104709,cpd:C05981,PCrel,NA
mmu:30955,cpd:C05981,PCrel,NA
mmu:320207,cpd:C05981,PCrel,NA
mmu:104709,mmu:16428,PPrel,NA
mmu:30955,mmu:16428,PPrel,NA
mmu:320207,mmu:16428,PPrel,NA
mmu:104709,mmu:14083,PPrel,NA
mmu:30955,mmu:14083,PPrel,NA
mmu:320207,mmu:14083,PPrel,NA
mmu:104709,mmu:15461,PPrel,NA
mmu:30955,mmu:15461,PPrel,NA
mmu:320207,mmu:15461,PPrel,NA
mmu:104709,mmu:16653,PPrel,NA
mmu:30955,mmu:16653,PPrel,NA
mmu:320207,mmu:16653,PPrel,NA
mmu:104709,mmu:18176,PPrel,NA
mmu:30955,mmu:18176,PPrel,NA
mmu:320207,mmu:18176,PPrel,NA
mmu:104709,mmu:18762,PPrel,NA
mmu:30955,mmu:18762,PPrel,NA
mmu:320207,mmu:18762,PPrel,NA
mmu:12145,mmu:14682,PPrel,NA
mmu:12458,mmu:14682,PPrel,NA
mmu:12765,mmu:14682,PPrel,NA
mmu:12766,mmu:14682,PPrel,NA
mmu:12767,mmu:14682,PPrel,NA
mmu:12768,mmu:14682,PPrel,NA
mmu:12769,mmu:14682,PPrel,NA
mmu:12770,mmu:14682,PPrel,NA
mmu:12771,mmu:14682,PPrel,NA
mmu:12772,mmu:14682,PPrel,NA
mmu:12773,mmu:14682,PPrel,NA
mmu:12774,mmu:14682,PPrel,NA
mmu:12775,mmu:14682,PPrel,NA
mmu:12776,mmu:14682,PPrel,NA
mmu:12777,mmu:14682,PPrel,NA
