基金
代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,手续费
005237,银华医疗健康,02-14,1.2557,1.2557,0.25,-0.83,7.08,5.25,23.68,47.76,29.92,---,10.61,25.57,0.15
005288,海富通创业板,02-14,1.2696,1.2696,0.10,2.47,4.60,18.61,31.96,47.73,---,---,12.17,26.96,0.15
000991,工银战略转型,02-14,1.638,1.638,0.06,1.68,1.30,21.15,34.04,47.70,38.23,61.38,10.30,63.80,0.15
004744,易方达创业板,02-14,2.0993,2.0993,0.30,2.59,6.98,20.44,31.82,47.48,24.57,---,13.88,16.02,0.00
005238,银华医疗健康,02-14,1.2483,1.2483,0.25,-0.83,7.04,5.17,23.47,47.43,29.25,---,10.58,24.83,0.00
001396,建信互联网+,02-14,0.873,0.873,-0.11,0.92,2.11,13.08,26.16,47.22,20.75,27.07,5.82,-12.70,0.15
005287,海富通创业板,02-14,1.2614,1.2614,0.10,2.46,4.57,18.50,31.70,47.21,---,---,12.11,26.14,0.00
005894,华夏优势精选,02-14,1.5263,1.5263,-0.70,1.13,12.28,15.16,38.26,47.18,---,---,19.79,52.63,0.15
001825,建信中国制造,02-14,1.2092,1.2092,-0.13,0.39,5.50,13.84,26.80,46.94,26.84,---,9.72,20.92,0.15
376510,上投摩根大盘,02-14,2.028,2.028,0.20,1.10,1.65,9.21,18.67,46.32,13.80,54.22,4.97,102.80,0.15
002229,华夏经济转型,02-14,1.641,1.805,0.43,3.47,5.80,23.01,39.30,46.29,57.12,74.96,15.16,88.08,0.15
001577,嘉实低价策略,02-14,1.455,1.455,-0.34,2.61,2.90,22.89,32.27,46.23,18.00,38.84,9.23,45.50,0.15
001186,富国文体健康,02-14,1.299,1.299,0.23,2.28,1.41,16.50,28.36,46.12,30.29,64.02,6.21,29.90,0.15
001726,汇添富新兴消,02-14,1.252,1.252,-0.71,1.87,3.47,9.35,25.45,46.09,14.86,33.76,8.87,25.20,0.15
003765,广发创业板E,02-14,1.1432,1.1432,0.30,2.55,6.97,20.00,30.95,45.63,24.13,---,13.79,14.32,0.12
001576,国泰智能装备,02-14,1.436,1.436,-0.42,1.70,4.89,25.74,39.55,45.49,34.96,---,13.97,43.60,0.15
003766,广发创业板E,02-14,1.1435,1.1435,0.29,2.54,6.95,19.93,30.81,45.48,24.02,---,13.75,14.35,0.00
001361,景顺中证TM,02-14,0.672,0.672,0.15,2.28,4.35,20.65,37.42,45.14,19.79,17.48,13.13,-32.80,0.12
002510,申万菱信中证,02-14,1.2161,1.2161,0.42,2.78,1.80,14.74,28.84,45.00,18.34,15.51,6.12,21.61,0.12
001047,光大国企改革,02-14,1.448,1.448,0.07,2.99,2.62,16.59,27.58,44.37,16.87,45.38,8.14,44.80,0.15
001677,中银战略新兴,02-14,1.602,1.602,0.38,1.84,-0.37,1.84,16.76,44.32,20.63,44.85,0.95,60.20,0.15
001781,建信现代服务,02-14,1.318,1.318,-0.23,-0.60,-0.90,10.29,20.37,44.04,12.17,31.41,6.72,31.80,0.15
673090,西部利得个股,02-14,1.2172,1.3392,0.57,2.41,-2.73,4.47,12.68,43.40,17.77,34.38,-1.23,36.34,0.12
000955,南方产业活力,02-14,1.307,1.307,0.00,1.87,3.90,12.19,27.51,43.31,11.81,8.37,9.01,30.70,0.15
160632,鹏华酒分级,02-14,1.121,1.656,-0.27,1.91,-9.01,-6.44,2.42,43.13,35.52,83.03,-6.82,83.59,0.12
005009,申万菱信行业,02-14,1.0651,1.0651,-0.28,2.91,8.65,18.98,34.08,43.12,12.09,---,16.52,6.50,0.15
001245,工银生态环境,02-14,0.864,0.864,-0.58,1.29,1.89,11.34,25.58,43.05,14.44,-1.93,7.46,-13.60,0.15
501057,汇添富中证新,02-14,1.2025,1.2025,-0.78,4.82,6.75,40.59,43.87,42.85,---,---,16.62,20.25,0.12
003625,创金合信资源,02-14,1.1943,1.1943,1.51,14.92,5.92,37.62,32.20,42.76,0.51,13.46,12.73,19.43,0.00
160219,国泰国证医药,02-14,1.0018,1.8594,0.49,0.18,5.74,4.89,23.26,42.60,24.81,35.24,8.63,77.48,0.10
501058,汇添富中证新,02-14,1.1959,1.1959,-0.79,4.81,6.72,40.50,43.69,42.49,---,---,16.58,19.59,0.00
005402,广发资源优选,02-14,1.2477,1.2477,0.11,8.63,3.70,20.17,29.34,42.37,19.48,---,7.55,24.77,0.15
003624,创金合信资源,02-14,1.2151,1.2151,1.51,14.92,5.96,37.74,31.43,42.25,0.77,15.27,12.79,21.51,0.15
001043,工银美丽城镇,02-14,1.443,1.443,1.33,3.74,3.07,8.50,17.32,42.17,32.87,58.75,5.79,44.30,0.15
001849,前海开源强势,02-14,1.25,1.25,0.00,0.73,0.73,11.41,23.89,42.05,23.89,30.75,3.73,25.00,0.15
001542,国泰互联网+,02-14,1.985,2.144,-1.15,2.85,9.55,14.41,27.08,41.89,12.52,67.05,15.27,118.51,0.15
001236,博时丝路主题,02-14,1.179,1.179,0.08,2.61,1.20,13.37,27.60,41.88,25.03,41.03,3.79,17.90,0.15
001705,泓德战略转型,02-14,1.284,1.484,-0.08,1.42,2.72,11.75,21.82,41.72,29.05,33.73,6.64,53.52,0.15
001040,新华策略精选,02-14,1.359,1.359,0.89,4.86,-0.59,11.76,19.74,41.71,23.32,36.45,1.87,35.90,0.15
000471,富国城镇发展,02-14,1.497,1.997,0.88,2.05,-3.85,4.83,14.71,41.63,-3.79,-22.64,-0.60,87.87,0.15
001163,银华中国梦3,02-14,1.242,1.242,0.00,1.55,-4.97,0.08,12.81,41.30,9.91,41.62,-2.05,24.20,0.15
163118,申万菱信申万,02-14,1.0234,1.1395,0.24,-0.79,5.70,6.28,22.07,41.25,19.70,28.37,8.55,13.94,0.12
003634,嘉实农业产业,02-14,1.3372,1.3372,1.67,4.68,-4.50,-2.02,4.26,41.23,24.73,34.89,0.88,33.72,0.15
002556,博时丝路主题,02-14,1.169,1.169,0.09,2.63,1.21,13.28,27.34,41.18,23.70,39.00,3.73,61.24,0.00
161725,招商中证白酒,02-14,0.9257,2.0518,-0.25,1.83,-10.40,-7.90,-0.96,40.99,34.93,111.69,-8.10,133.47,0.10
001521,国寿安保成长,02-14,1.313,1.383,0.38,5.21,0.92,16.61,31.96,40.73,15.38,30.31,7.10,39.69,0.15
001195,工银农业产业,02-14,0.802,0.802,1.52,5.11,0.88,2.30,12.32,40.46,31.26,41.70,4.84,-19.80,0.15
160137,南方中证互联,02-14,1.3444,0.9882,0.02,1.38,2.61,17.35,30.76,40.22,20.35,28.67,9.92,-1.17,0.12
001550,天弘中证医药,02-14,0.8736,0.8736,0.07,-3.20,6.41,9.53,21.43,40.07,20.71,16.62,10.48,-12.64,0.10
001416,嘉实事件驱动,02-14,0.861,0.861,0.70,3.24,1.41,4.74,16.98,40.00,7.36,5.26,5.90,-13.90,0.15
700002,平安深证30,02-14,1.871,1.951,0.54,3.09,0.97,13.19,24.24,39.84,9.86,24.15,6.19,101.55,0.12
001551,天弘中证医药,02-14,0.8645,0.8645,0.07,-3.20,6.39,9.47,21.32,39.80,20.22,15.85,10.47,-13.55,0.00
005927,创金合信新能,02-14,1.3439,1.3439,0.45,8.01,12.93,35.13,44.68,39.61,---,---,22.45,34.39,0.15
161223,国投瑞银中证,02-14,1.383,0.599,0.58,2.75,2.67,17.02,32.15,39.61,-11.32,-18.91,9.99,-40.05,0.05
501007,汇添富中证互,02-14,1.1088,1.1088,-1.60,-1.26,5.21,7.74,22.28,39.35,28.63,12.61,9.85,10.88,0.08
206010,鹏华深证民营,02-14,1.3634,1.3634,0.78,3.48,2.57,13.72,26.65,39.19,8.21,13.51,8.24,36.34,0.12
501008,汇添富中证互,02-14,1.1001,1.1001,-1.59,-1.27,5.18,7.63,22.04,38.92,28.07,11.79,9.78,10.01,0.00
005928,创金合信新能,02-14,1.3262,1.3262,0.45,8.01,12.88,34.91,44.21,38.62,---,---,22.35,32.62,0.00
001490,汇添富国企创,02-14,1.124,1.124,0.72,2.74,-0.18,6.54,17.33,38.59,3.79,19.70,2.74,12.40,0.15
006341,中金MSCI,02-14,1.5886,1.5886,0.26,0.96,-2.18,4.14,17.23,38.54,---,---,1.24,58.86,0.10
006342,中金MSCI,02-14,1.5875,1.5875,0.25,0.95,-2.21,4.07,17.11,38.51,---,---,1.20,58.75,0.00
004194,招商中证10,02-14,0.9727,0.9727,0.25,2.52,-1.58,12.86,23.14,38.42,13.39,---,4.65,-2.73,0.12
000309,大摩品质生活,02-14,2.254,2.254,-0.27,1.90,-0.18,18.82,25.99,38.28,27.42,21.97,5.43,125.40,0.15
006692,金信消费升级,02-14,1.2577,1.3577,-0.31,-0.89,-0.11,-1.21,18.44,38.18,---,---,2.81,38.18,0.15
004352,北信瑞丰研究,02-14,1.1758,1.1758,0.19,1.62,3.24,15.59,22.16,38.05,19.20,---,8.04,17.58,0.15
004995,广发品牌消费,02-14,1.0786,1.0786,0.05,1.50,-4.23,-3.60,6.30,38.00,6.74,---,-2.41,7.86,0.15
002332,汇丰晋信沪港,02-14,1.366,1.421,0.21,2.70,-0.10,13.17,25.26,37.97,13.07,35.25,5.23,43.61,0.15
000866,华宝制造股票,02-14,1.374,1.374,-0.07,3.00,2.31,20.84,28.41,37.95,13.46,3.39,6.84,37.40,0.15
160127,南方新兴消费,02-14,1.315,2.747,0.69,2.98,-4.57,-1.87,15.45,37.93,9.42,42.07,-1.87,174.65,0.15
160225,国泰国证新能,02-14,1.0355,1.0355,-0.92,5.45,4.13,36.38,38.03,37.92,3.33,9.14,14.32,2.51,0.12
004945,长信中证50,02-14,1.1135,1.1135,0.08,1.40,5.54,19.99,29.69,37.91,17.45,---,11.66,11.34,0.15
004195,招商中证10,02-14,0.9721,0.9721,0.25,2.51,-1.61,12.75,22.90,37.87,12.49,---,4.59,-2.79,0.00
000594,大摩进取优选,02-14,1.943,1.943,0.21,2.59,-3.67,14.09,21.13,37.80,21.59,23.29,-0.56,94.30,0.15
004354,益民中证智能,02-14,1.1169,1.1169,-0.10,1.80,2.42,17.11,33.39,37.79,11.50,---,10.69,11.69,0.10
217016,招商深证10,02-14,1.5737,1.5737,0.73,3.11,-1.58,8.11,19.80,37.59,13.22,38.77,2.43,57.37,0.12
002333,汇丰晋信沪港,02-14,1.3383,1.3933,0.21,2.69,-0.13,13.03,24.95,37.22,11.88,32.80,5.17,40.78,0.00
006693,金信消费升级,02-14,1.3394,1.3707,-0.31,-0.90,-0.17,-1.39,17.99,37.07,---,---,2.71,37.07,0.00
004408,招商深证10,02-14,1.559,1.559,0.73,3.10,-1.60,8.00,19.56,37.05,12.32,---,2.38,55.90,0.00
167702,德邦量化优选,02-14,1.4212,1.4212,0.45,1.77,-0.15,10.60,18.43,37.05,20.67,---,3.47,42.12,0.12
000248,汇添富中证主,02-14,1.9797,1.9797,0.84,2.55,-4.47,-3.07,3.82,36.95,28.90,89.41,-1.59,97.97,0.10
161039,富国中证10,02-14,1.2712,1.2712,0.17,1.88,-0.27,15.73,23.47,36.92,---,---,6.37,27.12,0.12
162714,广发深证10,02-14,1.2638,1.483,0.74,3.04,-1.58,7.58,18.65,36.81,11.80,35.96,2.40,57.43,0.12
167703,德邦量化优选,02-14,1.4,1.4,0.45,1.77,-0.18,10.52,18.28,36.63,19.77,---,3.44,40.00,0.00
161612,融通深证成份,02-14,0.965,0.975,0.52,2.99,0.10,12.08,22.62,36.49,11.43,16.69,5.35,-2.30,0.12
004686,华夏研究精选,02-14,1.1909,1.1909,0.72,3.84,-0.33,10.14,18.72,36.43,23.13,---,2.50,19.09,0.15
004875,融通深证成份,02-14,0.95,0.95,0.42,2.93,0.11,11.90,22.27,35.91,9.70,---,5.20,9.83,0.00
004788,富荣沪深30,02-14,1.0609,1.0609,0.03,2.47,0.60,5.12,15.81,35.87,6.07,---,1.56,6.09,0.12
004350,汇丰晋信价值,02-14,1.4285,1.4285,0.73,0.61,-2.14,10.17,18.52,35.87,---,---,1.96,42.85,0.15
001158,工银新材料新,02-14,0.789,0.789,-0.13,4.92,1.41,13.85,20.27,35.80,16.72,10.50,4.50,-21.10,0.15
001672,国寿安保智慧,02-14,1.291,1.441,0.62,5.30,1.65,17.68,27.19,35.75,14.05,28.02,7.76,45.95,0.15
004789,富荣沪深30,02-14,1.0585,1.0585,0.03,2.48,0.60,5.10,15.75,35.72,5.83,---,1.55,5.85,0.00
110022,易方达消费行,02-14,2.884,2.884,-0.17,1.62,-7.33,-3.61,3.97,35.72,21.84,92.78,-5.66,188.40,0.15
001703,银华沪港深增,02-14,1.746,1.816,-0.17,2.71,2.22,9.26,20.75,35.66,26.61,74.77,4.11,85.78,0.15
004683,建信高端医疗,02-14,1.1866,1.1866,0.38,-2.27,3.87,0.45,16.60,35.63,26.05,---,7.17,18.66,0.15
005994,国投中证50,02-14,1.3933,1.3933,0.38,1.73,-1.13,12.16,18.93,35.60,---,---,4.29,39.33,0.12
161227,国投瑞银深证,02-14,1.126,2.13,0.72,3.11,-1.75,7.55,18.78,35.50,10.07,26.80,2.27,13.35,0.12
001520,国投瑞银研究,02-14,1.116,1.116,0.54,2.95,2.48,11.82,17.35,35.27,14.58,---,4.20,11.60,0.15
005328,前海开源价值,02-14,1.0544,1.0544,-1.33,0.38,2.96,9.87,17.63,35.21,13.44,---,8.97,5.44,0.15
001637,嘉实腾讯自选,02-14,1.207,1.207,0.25,2.90,-1.39,11.14,19.86,35.16,16.39,13.02,3.96,20.70,0.15
004742,易方达深证1,02-14,1.3135,1.3135,0.73,3.07,-1.72,7.44,18.65,35.16,9.84,---,2.29,29.09,0.00
001421,南方量化成长,02-14,1.165,1.165,-0.34,2.01,7.67,19.98,25.40,35.15,6.10,-10.59,14.22,16.50,0.15
161604,融通深证10,02-14,1.323,2.941,0.68,3.04,-1.78,7.47,18.87,35.02,8.41,27.19,2.32,374.42,0.15
003884,汇安沪深30,02-14,1.3412,1.3412,0.21,2.65,-0.53,8.05,20.36,35.01,35.00,34.00,2.89,34.12,0.12
110019,易方达深证1,02-14,1.3108,1.3108,0.73,3.07,-1.69,7.51,18.82,35.01,9.80,30.51,2.32,31.08,0.12
001162,前海开源优势,02-14,1.243,1.243,1.06,2.39,-5.48,8.56,3.84,34.96,11.38,34.96,-4.46,24.30,0.15
001917,招商量化精选,02-14,1.0919,1.1619,0.17,1.33,-4.76,8.02,18.68,34.89,12.45,4.29,0.03,16.16,0.15
001638,前海开源优势,02-14,1.363,1.363,1.04,2.33,-5.54,8.52,3.73,34.82,11.08,34.42,-4.55,36.30,0.15
519975,长信量化中小,02-14,0.926,1.326,0.33,2.66,1.65,16.33,29.51,34.79,4.63,-13.21,8.94,27.12,0.15
001180,广发医药卫生,02-14,0.9304,0.9304,0.09,-1.58,4.95,5.97,20.55,34.78,16.00,16.62,8.17,-6.96,0.12
160222,国泰国证食品,02-14,1.0359,2.2828,-0.14,0.54,-7.09,-5.86,2.43,34.75,30.17,93.09,-5.47,186.16,0.00
003986,申万菱信中证,02-14,1.2778,1.3658,0.24,2.25,-2.78,8.97,14.86,34.72,16.16,32.82,0.14,37.73,0.12
002978,广发医药卫生,02-14,0.9237,0.9237,0.08,-1.58,4.94,5.92,20.43,34.65,15.69,15.96,8.15,18.01,0.00
000059,国联安中证医,02-14,1.0477,1.6077,-0.05,-3.40,5.94,8.45,20.69,34.65,13.46,6.15,9.86,60.75,0.12
003885,汇安沪深30,02-14,1.246,1.246,0.21,2.64,-0.56,7.94,20.11,34.53,26.04,24.49,2.85,24.60,0.00
004876,融通深证10,02-14,1.309,1.549,0.61,2.99,-1.80,7.30,18.57,34.41,7.53,---,2.27,14.63,0.00
006593,博道中证50,02-14,1.2279,1.3279,0.09,2.29,-1.83,9.67,18.14,34.41,---,---,2.85,33.67,0.12
005209,东吴双三角A,02-14,1.1031,1.1031,-1.12,1.96,9.37,17.98,28.51,34.38,22.09,---,17.33,10.31,0.15
001027,前海开源中证,02-14,0.979,0.979,1.24,4.71,-0.61,2.62,9.51,34.29,28.65,24.55,3.05,-2.10,0.12
006569,国联安中证医,02-14,1.0739,1.0739,-0.06,-3.42,5.90,8.34,20.50,34.29,---,---,9.81,40.97,0.00
005189,海富通量化前,02-14,1.1923,1.1923,0.12,2.33,-0.08,12.16,21.92,34.07,19.23,---,4.19,19.23,0.15
006594,博道中证50,02-14,1.2237,1.3237,0.08,2.28,-1.86,9.59,17.96,33.99,---,---,2.81,33.22,0.00
001223,鹏华文化传媒,02-14,1.243,1.243,-0.32,-1.43,0.81,16.39,28.14,33.94,15.63,17.82,7.99,24.30,0.15
001344,易方达沪深3,02-14,1.219,1.219,0.17,0.10,3.24,0.91,19.26,33.81,22.88,---,4.93,21.90,0.10
005210,东吴双三角C,02-14,1.0889,1.0889,-1.12,1.95,9.32,17.83,28.18,33.71,20.75,---,17.25,8.89,0.00
001050,汇添富成长多,02-14,1.278,1.278,0.24,2.40,0.31,12.80,20.91,33.54,17.68,10.94,6.15,27.80,0.15
005188,海富通量化前,02-14,1.2056,1.2056,0.12,2.32,-0.12,12.04,21.68,33.54,20.56,---,4.15,20.56,0.00
162216,泰达中证50,02-14,1.0582,2.2365,0.14,1.55,-1.40,13.92,19.38,33.48,12.59,14.22,5.28,150.45,0.12
671030,西部利得事件,02-14,1.3768,1.3768,0.35,2.92,-2.96,3.75,10.37,33.44,---,---,-2.29,37.68,0.15
540009,汇丰晋信消费,02-14,1.0227,1.4897,0.12,3.27,-2.38,7.70,18.35,33.36,14.07,56.05,2.08,56.65,0.15
163111,申万菱信中小,02-14,1.1245,1.9234,0.55,2.88,1.41,14.28,27.48,33.19,4.26,13.99,8.26,52.59,0.12
001877,宝盈国家安全,02-14,0.996,0.996,-0.40,-0.40,5.51,18.01,23.42,33.16,19.42,-8.46,9.81,-0.40,0.15
000082,嘉实研究阿尔,02-14,1.276,2.111,0.39,2.24,-1.24,7.14,15.48,33.09,19.84,40.32,2.24,149.34,0.15
161812,银华深证10,02-14,1.071,1.331,0.75,3.18,-1.56,7.64,18.23,33.05,8.97,27.20,2.50,43.12,0.12
163119,申万中证申万,02-14,0.9244,0.9244,-0.18,1.18,1.62,8.80,20.36,32.91,14.15,0.75,6.06,-7.56,0.12
002236,大成360互,02-14,1.12,1.12,0.54,1.08,-6.04,13.36,22.67,32.70,19.79,-6.35,1.17,12.00,0.12
000884,民生加银优选,02-14,1.597,1.597,0.50,2.11,-1.48,4.17,17.08,32.64,26.75,53.56,2.83,59.70,0.15
005983,上投摩根核心,02-14,1.3387,1.3387,0.28,1.48,-5.47,13.90,22.95,32.64,---,---,1.46,33.87,0.15
001631,天弘中证食品,02-14,1.7587,1.8368,-0.11,0.47,-6.81,-4.89,2.96,32.53,28.41,64.59,-5.06,85.10,0.10
003069,光大保德信量,02-14,1.0633,1.0633,0.62,3.30,0.67,11.76,20.98,32.52,6.33,---,7.93,6.33,0.15
202017,南方深证成份,02-14,0.9188,0.9188,0.47,2.73,-0.53,11.38,20.61,32.47,6.90,9.69,4.41,-8.12,0.12
206005,鹏华上证民企,02-14,1.675,1.675,0.00,3.46,3.65,12.19,24.63,32.31,13.18,23.07,8.84,67.50,0.12
001707,诺安高端制造,02-14,1.143,1.143,-0.35,2.33,-5.54,-0.35,11.30,32.29,29.45,---,-2.81,14.30,0.15
001632,天弘中证食品,02-14,1.7408,1.8184,-0.11,0.47,-6.82,-4.94,2.86,32.27,27.88,63.50,-5.08,83.22,0.00
470068,汇添富深证3,02-14,1.4901,1.4901,0.51,2.89,-0.64,10.55,19.95,32.25,6.98,13.29,4.16,49.01,0.10
001193,中金消费升级,02-14,0.871,0.871,-0.23,1.40,-1.47,1.99,13.26,32.17,17.07,0.69,0.81,-12.90,0.15
005062,博时中证50,02-14,1.0556,1.0556,0.21,2.25,-2.35,10.57,18.58,32.15,12.08,---,2.33,5.56,0.12
002588,博时银智大数,02-14,1.4907,1.4907,0.56,2.57,-2.01,8.35,17.80,32.06,8.29,23.70,0.74,49.07,0.12
165519,信诚中证80,02-14,0.955,1.636,0.32,-1.04,5.18,6.86,20.21,32.02,14.50,31.41,7.91,73.38,0.12
003359,大成360互,02-14,1.101,1.101,0.55,1.10,-6.06,13.27,22.33,32.01,18.51,-7.94,1.10,-2.31,0.00
004345,南方深证成份,02-14,0.9093,0.9093,0.48,2.72,-0.56,11.27,20.36,31.95,6.07,---,4.36,6.86,0.00
001042,华夏领先股票,02-14,0.653,0.653,0.31,4.82,2.03,15.17,22.28,31.92,2.51,-10.79,7.76,-34.70,0.15
006712,前海开源MS,02-14,1.3336,1.3336,0.26,1.81,-4.35,-2.78,6.69,31.84,---,---,-2.91,33.36,0.12
005795,博时中证50,02-14,1.0481,1.0481,0.22,2.24,-2.38,10.47,18.35,31.64,---,---,2.28,8.25,0.00
161118,易方达中小板,02-14,1.1459,1.1459,0.56,2.94,1.61,14.35,27.17,31.60,2.58,12.59,8.59,48.87,0.12
001736,圆信永丰优加,02-14,1.754,1.754,0.29,1.80,2.10,15.78,20.47,31.58,17.40,40.88,6.76,75.40,0.15
004484,泰达宏利业绩,02-14,1.2001,1.2001,0.49,1.92,-3.49,4.90,12.09,31.56,17.46,---,-0.92,20.01,0.12
006713,前海开源MS,02-14,1.3306,1.3306,0.26,1.81,-4.36,-2.83,6.57,31.55,---,---,-2.93,33.06,0.00
233010,大摩深证30,02-14,1.618,1.618,0.37,2.60,0.87,10.37,20.21,31.54,5.48,12.44,5.68,61.80,0.12
000577,安信价值精选,02-14,3.229,3.229,0.25,0.87,-2.12,11.85,20.80,31.53,12.35,44.47,1.89,222.90,0.15
005313,万家中证10,02-14,1.0741,1.3408,0.35,1.34,-4.47,8.71,20.51,31.52,35.16,---,1.56,35.27,0.15
003298,嘉实物流产业,02-14,1.49,1.49,0.00,1.09,-1.78,7.74,12.71,31.51,29.12,46.65,0.07,49.00,0.15
005235,银华食品饮料,02-14,1.2161,1.2161,-0.06,0.98,-7.42,-5.09,3.43,31.40,24.82,---,-4.97,21.61,0.15
673100,西部利得沪深,02-14,1.3685,1.4885,0.38,2.53,0.07,10.12,18.54,31.40,24.91,---,3.00,51.78,0.08
003299,嘉实物流产业,02-14,1.482,1.482,0.07,1.09,-1.72,7.70,12.70,31.38,28.65,46.01,0.07,48.20,0.00
000729,建信中小盘先,02-14,1.579,1.579,0.70,2.20,6.04,17.57,29.43,31.36,11.20,14.25,13.27,57.90,0.15
005314,万家中证10,02-14,1.0721,1.3234,0.34,1.33,-4.50,8.55,20.21,31.34,33.35,---,1.51,33.43,0.00
070030,嘉实中创40,02-14,1.556,1.556,0.14,2.28,1.16,17.48,25.56,31.32,2.63,-15.79,8.65,55.60,0.12
004416,博时银智大数,02-14,1.4686,1.4686,0.55,2.55,-2.06,8.18,17.44,31.27,6.93,---,0.66,9.47,0.00
005236,银华食品饮料,02-14,1.2121,1.2121,-0.06,0.97,-7.45,-5.17,3.24,31.24,24.24,---,-5.01,21.21,0.00
004857,广发中证全指,02-14,1.0828,1.0828,0.52,8.01,-4.90,10.64,21.20,31.22,11.35,---,-4.32,8.28,0.00
004292,鹏华沪深港互,02-14,1.33,1.33,-0.26,1.56,8.96,12.38,27.13,31.11,11.92,---,12.05,33.00,0.15
673101,西部利得沪深,02-14,1.366,1.366,0.38,2.53,0.04,9.98,18.25,31.09,---,---,2.96,47.66,0.00
004485,泰达宏利业绩,02-14,1.1858,1.1858,0.47,1.91,-3.54,4.76,11.79,31.07,16.45,---,-0.98,18.58,0.00
004856,广发中证全指,02-14,1.0758,1.0758,0.52,8.01,-4.88,10.67,21.18,31.00,10.93,---,-4.30,7.58,0.10
005612,嘉实核心优势,02-14,1.1727,1.1727,-0.06,1.30,-1.78,4.98,17.42,31.00,17.42,---,1.14,17.27,0.15
004730,建信量化事件,02-14,1.045,1.045,0.39,2.57,0.05,5.06,15.46,30.99,8.31,---,3.61,4.50,0.15
005727,嘉实中创40,02-14,0.9439,0.9439,0.13,2.26,1.12,17.36,25.37,30.79,---,---,8.59,-5.61,0.00
005826,华夏潜龙精选,02-14,1.3754,1.3754,-0.41,1.60,-2.78,2.21,11.13,30.70,---,---,-1.40,37.54,0.15
163109,申万菱信深证,02-14,0.5735,0.7918,0.44,2.65,-0.69,10.85,19.68,30.67,5.04,5.69,4.21,-19.99,0.12
005965,安信中证50,02-14,1.3785,1.3785,-0.20,2.16,0.33,11.61,20.12,30.65,---,---,5.44,37.85,0.12
006020,广发沪深30,02-14,1.2787,1.2787,0.61,2.46,-2.69,4.69,11.51,30.61,---,---,-0.77,27.86,0.15
585001,东吴中证新兴,02-14,1.259,1.259,0.64,4.05,2.78,15.72,26.53,30.60,8.82,11.22,8.72,25.90,0.12
005161,华商上游产业,02-14,1.1008,1.1008,0.52,4.13,1.22,19.38,22.35,30.49,18.66,---,7.76,10.08,0.15
006346,安信量化优选,02-14,1.3773,1.3773,0.61,3.36,-6.64,5.52,16.65,30.34,---,---,-1.17,37.73,0.15
006246,华夏中小板E,02-14,1.2932,1.2932,0.56,2.91,1.42,13.87,26.97,30.34,---,---,8.37,29.32,0.12
004698,博时军工主题,02-14,1.09,1.09,0.65,4.61,5.93,19.00,21.25,30.23,22.47,---,9.77,9.00,0.15
000457,上投摩根核心,02-14,1.801,2.11,0.67,2.97,-1.32,9.02,16.34,30.22,-9.59,16.28,1.75,110.35,0.15
530018,建信深证10,02-14,1.8353,1.8353,0.55,2.75,-2.73,5.96,16.39,30.20,4.40,29.86,1.22,83.53,0.15
540006,汇丰晋信大盘,02-14,3.8606,3.9206,0.67,2.54,-2.18,10.58,18.21,30.20,19.26,42.29,2.99,309.01,0.15
006021,广发沪深30,02-14,1.272,1.272,0.61,2.46,-2.72,4.60,11.32,30.19,---,---,-0.81,27.19,0.00
005966,安信中证50,02-14,1.3718,1.3718,-0.20,2.15,0.30,11.50,19.89,30.13,---,---,5.39,37.18,0.00
160629,鹏华传媒分级,02-14,1.099,1.233,-0.36,-1.17,-0.63,23.20,31.86,29.88,-0.10,-24.01,9.14,-22.50,0.12
006347,安信量化优选,02-14,1.3716,1.3716,0.61,3.35,-6.67,5.42,16.41,29.82,---,---,-1.22,37.16,0.00
003646,创金合信中证,02-14,1.0491,1.0491,0.49,2.98,-2.76,11.07,19.26,29.77,17.06,7.03,3.15,4.91,0.15
000756,建信潜力新蓝,02-14,1.584,1.584,0.44,0.70,4.55,15.70,22.70,29.73,6.74,17.86,8.27,58.40,0.15
005502,华泰紫金智能,02-14,1.0527,1.0527,0.00,1.44,-0.37,8.81,17.04,29.72,5.22,---,3.15,5.27,0.15
004753,广发中证传媒,02-14,0.9078,0.9078,-0.35,-1.44,-1.16,21.82,30.34,29.69,-0.75,---,8.46,-9.22,0.00
167705,德邦量化新锐,02-14,1.0513,1.0513,0.26,2.04,-2.37,9.61,18.08,29.66,---,---,1.98,5.11,0.12
004606,上投摩根优选,02-14,1.1505,1.1505,0.39,1.64,-2.63,4.51,8.97,29.46,12.82,---,-0.10,15.05,0.15
161213,国投瑞银中证,02-14,1.759,1.759,0.17,1.15,-2.22,2.21,11.47,29.43,10.77,30.49,0.86,75.90,0.12
000373,华安中证细分,02-14,1.491,1.491,0.61,0.34,4.93,4.56,18.15,29.43,11.35,25.40,7.42,49.10,0.12
002952,建信多因子量,02-14,1.0755,1.0755,0.27,2.19,-0.19,7.14,16.40,29.41,2.81,9.66,3.40,7.55,0.15
004752,广发中证传媒,02-14,0.9051,0.9051,-0.34,-1.43,-1.15,21.87,30.25,29.39,-1.04,---,8.50,-9.49,0.12
167706,德邦量化新锐,02-14,1.0461,1.0461,0.26,2.04,-2.38,9.54,17.99,29.34,---,---,1.95,4.59,0.00
