"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:0051171"	"regulation of nitrogen compound metabolic process"	"BP"	5597	54	0.936739642003235
"GO:0051172"	"negative regulation of nitrogen compound metabolic process"	"BP"	2272	24	0.682631137176046
"GO:0051246"	"regulation of protein metabolic process"	"BP"	2701	34	0.289912782250241
"GO:0051248"	"negative regulation of protein metabolic process"	"BP"	1117	12	0.623394227413641
"GO:0051336"	"regulation of hydrolase activity"	"BP"	1160	23	0.00691873004607081
"GO:0051346"	"negative regulation of hydrolase activity"	"BP"	420	13	0.0011029755663867
"GO:0051604"	"protein maturation"	"BP"	353	3	0.768756256394876
"GO:0051716"	"cellular response to stimulus"	"BP"	6946	100	0.00246048676217872
"GO:0052547"	"regulation of peptidase activity"	"BP"	398	11	0.00610220331146191
"GO:0052548"	"regulation of endopeptidase activity"	"BP"	370	11	0.00356121176055477
"GO:0060255"	"regulation of macromolecule metabolic process"	"BP"	6312	59	0.973559588580078
"GO:0065007"	"biological regulation"	"BP"	11810	141	0.207152912550907
"GO:0065008"	"regulation of biological quality"	"BP"	3662	63	0.000321533580790343
"GO:0065009"	"regulation of molecular function"	"BP"	3066	49	0.00775247111945387
"GO:0070613"	"regulation of protein processing"	"BP"	173	1	0.863159276268087
"GO:0071704"	"organic substance metabolic process"	"BP"	11329	122	0.840216637848269
"GO:0071840"	"cellular component organization or biogenesis"	"BP"	5922	78	0.0720780914406732
"GO:0072376"	"protein activation cascade"	"BP"	151	0	1
"GO:0072378"	"blood coagulation, fibrin clot formation"	"BP"	27	0	1
"GO:0080090"	"regulation of primary metabolic process"	"BP"	5764	58	0.884049304515954
"GO:0080134"	"regulation of response to stress"	"BP"	1592	19	0.449469880188531
"GO:1901564"	"organonitrogen compound metabolic process"	"BP"	6500	92	0.00713668740744134
"GO:1902531"	"regulation of intracellular signal transduction"	"BP"	1838	22	0.434925992295967
"GO:1903317"	"regulation of protein maturation"	"BP"	175	1	0.866283313230341
"GO:1903318"	"negative regulation of protein maturation"	"BP"	37	0	1
"GO:2000257"	"regulation of protein activation cascade"	"BP"	117	0	1
"GO:2000258"	"negative regulation of protein activation cascade"	"BP"	9	0	1
"GO:0006805"	"xenobiotic metabolic process"	"BP"	110	2	0.35684602767816
"GO:0009410"	"response to xenobiotic stimulus"	"BP"	270	6	0.0889351259797753
"GO:0042221"	"response to chemical"	"BP"	4521	74	0.000369384273782883
"GO:0070887"	"cellular response to chemical stimulus"	"BP"	3101	57	0.000121855606609172
"GO:0071466"	"cellular response to xenobiotic stimulus"	"BP"	164	3	0.286922058239918
"GO:0001894"	"tissue homeostasis"	"BP"	214	4	0.227452480329531
"GO:0003008"	"system process"	"BP"	2118	38	0.00312816716099051
"GO:0006629"	"lipid metabolic process"	"BP"	1338	16	0.456269161354672
"GO:0006953"	"acute-phase response"	"BP"	47	0	1
"GO:0007586"	"digestion"	"BP"	132	2	0.444497071308124
"GO:0010669"	"epithelial structure maintenance"	"BP"	25	1	0.249006099761909
"GO:0019216"	"regulation of lipid metabolic process"	"BP"	402	6	0.308853910747208
"GO:0022600"	"digestive system process"	"BP"	94	1	0.659915144087785
"GO:0030277"	"maintenance of gastrointestinal epithelium"	"BP"	17	1	0.176905674819221
"GO:0042592"	"homeostatic process"	"BP"	1730	25	0.12865837176969
"GO:0048871"	"multicellular organismal homeostasis"	"BP"	472	7	0.292290546118225
"GO:0060249"	"anatomical structure homeostasis"	"BP"	413	4	0.694737814352068
"GO:0006638"	"neutral lipid metabolic process"	"BP"	114	2	0.373206557728106
"GO:0006639"	"acylglycerol metabolic process"	"BP"	113	2	0.369131559083924
"GO:0006641"	"triglyceride metabolic process"	"BP"	95	1	0.66380414706396
"GO:0009056"	"catabolic process"	"BP"	2320	31	0.195137169231167
"GO:0009893"	"positive regulation of metabolic process"	"BP"	3313	41	0.303466552939668
"GO:0009894"	"regulation of catabolic process"	"BP"	916	11	0.471605350009087
"GO:0009896"	"positive regulation of catabolic process"	"BP"	392	5	0.461982210740918
"GO:0010896"	"regulation of triglyceride catabolic process"	"BP"	11	0	1
"GO:0010898"	"positive regulation of triglyceride catabolic process"	"BP"	7	0	1
"GO:0016042"	"lipid catabolic process"	"BP"	300	4	0.446022909663126
"GO:0019433"	"triglyceride catabolic process"	"BP"	30	0	1
"GO:0031325"	"positive regulation of cellular metabolic process"	"BP"	3007	37	0.329601599956612
"GO:0031329"	"regulation of cellular catabolic process"	"BP"	814	9	0.582968152849424
"GO:0031331"	"positive regulation of cellular catabolic process"	"BP"	341	4	0.545520387701571
"GO:0044242"	"cellular lipid catabolic process"	"BP"	189	1	0.88625060203542
"GO:0044248"	"cellular catabolic process"	"BP"	2054	26	0.312914578198196
"GO:0044255"	"cellular lipid metabolic process"	"BP"	991	11	0.577639906423953
"GO:0045834"	"positive regulation of lipid metabolic process"	"BP"	144	2	0.489468883200825
"GO:0046461"	"neutral lipid catabolic process"	"BP"	37	0	1
"GO:0046464"	"acylglycerol catabolic process"	"BP"	37	0	1
"GO:0046486"	"glycerolipid metabolic process"	"BP"	385	7	0.151074524707419
"GO:0046503"	"glycerolipid catabolic process"	"BP"	53	0	1
"GO:0048522"	"positive regulation of cellular process"	"BP"	5033	65	0.134850631589946
"GO:0050994"	"regulation of lipid catabolic process"	"BP"	53	1	0.455290290837771
"GO:0050996"	"positive regulation of lipid catabolic process"	"BP"	24	1	0.240349326491986
"GO:0090207"	"regulation of triglyceride metabolic process"	"BP"	39	1	0.36037547732218
"GO:0090208"	"positive regulation of triglyceride metabolic process"	"BP"	21	1	0.213778361926119
"GO:1901575"	"organic substance catabolic process"	"BP"	1925	24	0.350201702960381
"GO:0001525"	"angiogenesis"	"BP"	576	9	0.211579984660032
"GO:0001568"	"blood vessel development"	"BP"	751	11	0.237899784788117
"GO:0001667"	"ameboidal-type cell migration"	"BP"	446	8	0.137958270682908
"GO:0001944"	"vasculature development"	"BP"	784	11	0.281688787563955
"GO:0006928"	"movement of cell or subcellular component"	"BP"	2012	39	0.000662461251775413
"GO:0007275"	"multicellular organism development"	"BP"	5225	87	4.00229147169172e-05
"GO:0009653"	"anatomical structure morphogenesis"	"BP"	2536	50	6.38558179504616e-05
"GO:0010594"	"regulation of endothelial cell migration"	"BP"	231	2	0.741754862434617
"GO:0010595"	"positive regulation of endothelial cell migration"	"BP"	129	1	0.772691557547112
"GO:0010631"	"epithelial cell migration"	"BP"	354	7	0.110701943625633
"GO:0010632"	"regulation of epithelial cell migration"	"BP"	294	4	0.430858390036329
"GO:0010634"	"positive regulation of epithelial cell migration"	"BP"	173	3	0.314863657304745
"GO:0014812"	"muscle cell migration"	"BP"	103	4	0.0301698679923321
"GO:0014909"	"smooth muscle cell migration"	"BP"	91	2	0.277492390337904
"GO:0016477"	"cell migration"	"BP"	1474	30	0.00139973609070021
"GO:0030334"	"regulation of cell migration"	"BP"	906	19	0.00783582793010766
"GO:0030335"	"positive regulation of cell migration"	"BP"	516	13	0.00641217447546597
"GO:0032879"	"regulation of localization"	"BP"	2688	42	0.0197304098450852
"GO:0035239"	"tube morphogenesis"	"BP"	905	14	0.152255498861547
"GO:0035295"	"tube development"	"BP"	1093	18	0.0745296678929299
"GO:0040011"	"locomotion"	"BP"	1835	33	0.00573264502553991
"GO:0040012"	"regulation of locomotion"	"BP"	1035	20	0.014860983952091
"GO:0040017"	"positive regulation of locomotion"	"BP"	570	14	0.00590473862368052
"GO:0043542"	"endothelial cell migration"	"BP"	275	5	0.205111401176869
"GO:0048514"	"blood vessel morphogenesis"	"BP"	670	11	0.143976258888238
"GO:0048646"	"anatomical structure formation involved in morphogenesis"	"BP"	1124	17	0.142427743669911
"GO:0048731"	"system development"	"BP"	4670	81	1.96517703732837e-05
"GO:0048856"	"anatomical structure development"	"BP"	5650	90	0.000151850944735714
"GO:0048870"	"cell motility"	"BP"	1611	30	0.00519744413038528
"GO:0051239"	"regulation of multicellular organismal process"	"BP"	3144	60	2.49174329150512e-05
"GO:0051240"	"positive regulation of multicellular organismal process"	"BP"	1750	33	0.00278149450649576
"GO:0051270"	"regulation of cellular component movement"	"BP"	1046	20	0.0164776873905896
"GO:0051272"	"positive regulation of cellular component movement"	"BP"	555	13	0.0113742847586516
"GO:0051674"	"localization of cell"	"BP"	1611	30	0.00519744413038528
"GO:0072358"	"cardiovascular system development"	"BP"	792	11	0.292666461069149
"GO:0072359"	"circulatory system development"	"BP"	1128	21	0.0185012040559261
"GO:0090130"	"tissue migration"	"BP"	363	7	0.121764769163154
"GO:0090132"	"epithelium migration"	"BP"	357	7	0.114327739278003
"GO:2000145"	"regulation of cell motility"	"BP"	966	19	0.0147104401060427
"GO:2000147"	"positive regulation of cell motility"	"BP"	540	13	0.00919903755261365
"GO:0001101"	"response to acid chemical"	"BP"	330	5	0.322949880992809
"GO:0006464"	"cellular protein modification process"	"BP"	3852	50	0.169355369169514
"GO:0006473"	"protein acetylation"	"BP"	195	0	1
"GO:0006474"	"N-terminal protein amino acid acetylation"	"BP"	15	0	1
"GO:0006576"	"cellular biogenic amine metabolic process"	"BP"	47	2	0.0999697166122866
"GO:0006586"	"indolalkylamine metabolic process"	"BP"	17	1	0.176905674819221
"GO:0006725"	"cellular aromatic compound metabolic process"	"BP"	6217	44	0.999978113985482
"GO:0007623"	"circadian rhythm"	"BP"	201	4	0.19661260457734
"GO:0009058"	"biosynthetic process"	"BP"	5950	61	0.853669252483257
"GO:0009308"	"amine metabolic process"	"BP"	128	3	0.179207045490495
"GO:0009309"	"amine biosynthetic process"	"BP"	18	0	1
"GO:0009314"	"response to radiation"	"BP"	435	5	0.553701409850778
"GO:0009416"	"response to light stimulus"	"BP"	307	3	0.68180302823283
"GO:0009628"	"response to abiotic stimulus"	"BP"	1191	18	0.134658592940971
"GO:0009648"	"photoperiodism"	"BP"	23	0	1
"GO:0009719"	"response to endogenous stimulus"	"BP"	1561	41	3.82668545689018e-07
"GO:0009725"	"response to hormone"	"BP"	920	22	0.000856371978937342
"GO:0010033"	"response to organic substance"	"BP"	3139	53	0.00170442614956893
"GO:0010035"	"response to inorganic substance"	"BP"	528	8	0.254729575220651
"GO:0010038"	"response to metal ion"	"BP"	335	5	0.33414955661143
"GO:0010043"	"response to zinc ion"	"BP"	44	0	1
"GO:0010243"	"response to organonitrogen compound"	"BP"	932	15	0.112534742973642
"GO:0010817"	"regulation of hormone levels"	"BP"	503	12	0.0129276430875748
"GO:0014070"	"response to organic cyclic compound"	"BP"	879	18	0.0119673439352351
"GO:0014074"	"response to purine-containing compound"	"BP"	145	4	0.0840977944704113
"GO:0017144"	"drug metabolic process"	"BP"	792	12	0.193378090468992
"GO:0018130"	"heterocycle biosynthetic process"	"BP"	4089	38	0.935090347132989
"GO:0019438"	"aromatic compound biosynthetic process"	"BP"	4099	38	0.937377453487225
"GO:0030186"	"melatonin metabolic process"	"BP"	2	0	1
"GO:0030187"	"melatonin biosynthetic process"	"BP"	2	0	1
"GO:0031365"	"N-terminal protein amino acid modification"	"BP"	27	0	1
"GO:0031960"	"response to corticosteroid"	"BP"	155	4	0.101166721547247
"GO:0032868"	"response to insulin"	"BP"	252	4	0.322917075215455
"GO:0033993"	"response to lipid"	"BP"	884	16	0.0460435209546169
"GO:0034097"	"response to cytokine"	"BP"	1167	10	0.861161242496637
"GO:0034641"	"cellular nitrogen compound metabolic process"	"BP"	6717	51	0.999920451050216
"GO:0034694"	"response to prostaglandin"	"BP"	30	1	0.290838581478607
"GO:0034695"	"response to prostaglandin E"	"BP"	22	0	1
"GO:0034754"	"cellular hormone metabolic process"	"BP"	117	2	0.385366891116767
"GO:0036211"	"protein modification process"	"BP"	3852	50	0.169355369169514
"GO:0042401"	"cellular biogenic amine biosynthetic process"	"BP"	17	0	1
"GO:0042430"	"indole-containing compound metabolic process"	"BP"	23	1	0.231593204666446
"GO:0042435"	"indole-containing compound biosynthetic process"	"BP"	5	0	1
"GO:0042445"	"hormone metabolic process"	"BP"	215	4	0.229875391000886
"GO:0042446"	"hormone biosynthetic process"	"BP"	84	1	0.618475026342563
"GO:0043412"	"macromolecule modification"	"BP"	4028	50	0.26878647911172
"GO:0043434"	"response to peptide hormone"	"BP"	404	5	0.48822749256231
"GO:0043543"	"protein acylation"	"BP"	233	0	1
"GO:0043603"	"cellular amide metabolic process"	"BP"	1051	8	0.915851669075247
"GO:0043604"	"amide biosynthetic process"	"BP"	822	2	0.999269309984425
"GO:0044106"	"cellular amine metabolic process"	"BP"	121	2	0.401419588993193
"GO:0044249"	"cellular biosynthetic process"	"BP"	5792	55	0.955096131668657
"GO:0044271"	"cellular nitrogen compound biosynthetic process"	"BP"	4735	40	0.989789394396819
"GO:0046219"	"indolalkylamine biosynthetic process"	"BP"	5	0	1
"GO:0046483"	"heterocycle metabolic process"	"BP"	6173	44	0.999970618296584
"GO:0046683"	"response to organophosphorus"	"BP"	130	3	0.184892573942117
"GO:0046688"	"response to copper ion"	"BP"	32	0	1
"GO:0048511"	"rhythmic process"	"BP"	287	7	0.0465415705696249
"GO:0048545"	"response to steroid hormone"	"BP"	375	11	0.00393811649190787
"GO:0051384"	"response to glucocorticoid"	"BP"	139	4	0.0745996549194564
"GO:0051385"	"response to mineralocorticoid"	"BP"	31	1	0.298922396032799
"GO:0051412"	"response to corticosterone"	"BP"	19	1	0.195552334696131
"GO:0051591"	"response to cAMP"	"BP"	93	2	0.285925587840452
"GO:0051592"	"response to calcium ion"	"BP"	126	2	0.421204156456327
"GO:0070542"	"response to fatty acid"	"BP"	85	3	0.0729739644094947
"GO:0071310"	"cellular response to organic substance"	"BP"	2565	41	0.0150413791445682
"GO:0071320"	"cellular response to cAMP"	"BP"	52	1	0.449002550154845
"GO:0071407"	"cellular response to organic cyclic compound"	"BP"	533	10	0.0846128464091222
"GO:0071417"	"cellular response to organonitrogen compound"	"BP"	559	9	0.188608951978703
"GO:0071495"	"cellular response to endogenous stimulus"	"BP"	1306	35	1.97845706330908e-06
"GO:0097305"	"response to alcohol"	"BP"	232	4	0.271944648542702
"GO:1901360"	"organic cyclic compound metabolic process"	"BP"	6432	47	0.99996095827996
"GO:1901362"	"organic cyclic compound biosynthetic process"	"BP"	4239	39	0.946797970909049
"GO:1901566"	"organonitrogen compound biosynthetic process"	"BP"	1819	18	0.76684338705558
"GO:1901576"	"organic substance biosynthetic process"	"BP"	5870	58	0.914642119317976
"GO:1901652"	"response to peptide"	"BP"	491	7	0.32673019848166
"GO:1901654"	"response to ketone"	"BP"	191	7	0.00636990864965034
"GO:1901698"	"response to nitrogen compound"	"BP"	1006	16	0.111700212300046
"GO:1901699"	"cellular response to nitrogen compound"	"BP"	620	10	0.171012990687578
"GO:1901700"	"response to oxygen-containing compound"	"BP"	1551	26	0.0303641155739231
"GO:1901701"	"cellular response to oxygen-containing compound"	"BP"	1068	18	0.062724624110003
"GO:0002181"	"cytoplasmic translation"	"BP"	69	0	1
"GO:0002182"	"cytoplasmic translational elongation"	"BP"	10	0	1
"GO:0006082"	"organic acid metabolic process"	"BP"	1109	19	0.049829229345824
"GO:0006139"	"nucleobase-containing compound metabolic process"	"BP"	6016	40	0.999994957745824
"GO:0006396"	"RNA processing"	"BP"	1330	0	1
"GO:0006399"	"tRNA metabolic process"	"BP"	160	0	1
"GO:0006400"	"tRNA modification"	"BP"	61	0	1
"GO:0006412"	"translation"	"BP"	668	2	0.996243783633546
"GO:0006414"	"translational elongation"	"BP"	124	1	0.759214516727359
"GO:0006417"	"regulation of translation"	"BP"	397	1	0.989847441536948
"GO:0006418"	"tRNA aminoacylation for protein translation"	"BP"	42	0	1
"GO:0006419"	"alanyl-tRNA aminoacylation"	"BP"	3	0	1
"GO:0006448"	"regulation of translational elongation"	"BP"	19	0	1
"GO:0006450"	"regulation of translational fidelity"	"BP"	16	0	1
"GO:0006518"	"peptide metabolic process"	"BP"	811	4	0.983990951107673
"GO:0006520"	"cellular amino acid metabolic process"	"BP"	347	11	0.00218161849685745
"GO:0006915"	"apoptotic process"	"BP"	1907	27	0.139201590702182
"GO:0007399"	"nervous system development"	"BP"	2216	42	0.000631944327369706
"GO:0007417"	"central nervous system development"	"BP"	935	16	0.0688529009423818
"GO:0007420"	"brain development"	"BP"	694	12	0.0997859491272972
"GO:0008033"	"tRNA processing"	"BP"	105	0	1
"GO:0008219"	"cell death"	"BP"	2178	32	0.0792187990537488
"GO:0009059"	"macromolecule biosynthetic process"	"BP"	4807	44	0.962266713551476
"GO:0009451"	"RNA modification"	"BP"	120	0	1
"GO:0009889"	"regulation of biosynthetic process"	"BP"	4135	39	0.92300701018166
"GO:0010556"	"regulation of macromolecule biosynthetic process"	"BP"	3877	35	0.95085380309677
"GO:0010608"	"posttranscriptional regulation of gene expression"	"BP"	1129	2	0.999975286229354
"GO:0010941"	"regulation of cell death"	"BP"	1659	28	0.0231861112160657
"GO:0012501"	"programmed cell death"	"BP"	2049	29	0.128983453279398
"GO:0016070"	"RNA metabolic process"	"BP"	4867	32	0.999956346824648
"GO:0019752"	"carboxylic acid metabolic process"	"BP"	1006	17	0.0679195578889777
"GO:0021549"	"cerebellum development"	"BP"	98	3	0.101233926476797
"GO:0021680"	"cerebellar Purkinje cell layer development"	"BP"	24	0	1
"GO:0021695"	"cerebellar cortex development"	"BP"	46	0	1
"GO:0022037"	"metencephalon development"	"BP"	107	3	0.122965349918856
"GO:0030902"	"hindbrain development"	"BP"	150	4	0.0924429925683916
"GO:0031326"	"regulation of cellular biosynthetic process"	"BP"	4060	38	0.928073544260008
"GO:0034248"	"regulation of cellular amide metabolic process"	"BP"	452	2	0.966251966972982
"GO:0034470"	"ncRNA processing"	"BP"	293	0	1
"GO:0034645"	"cellular macromolecule biosynthetic process"	"BP"	4635	41	0.975984234160525
"GO:0034660"	"ncRNA metabolic process"	"BP"	470	0	1
"GO:0042981"	"regulation of apoptotic process"	"BP"	1512	25	0.038402327185322
"GO:0043038"	"amino acid activation"	"BP"	46	0	1
"GO:0043039"	"tRNA aminoacylation"	"BP"	45	0	1
"GO:0043043"	"peptide biosynthetic process"	"BP"	693	2	0.99711056318116
"GO:0043066"	"negative regulation of apoptotic process"	"BP"	894	11	0.439504978395541
"GO:0043067"	"regulation of programmed cell death"	"BP"	1539	25	0.0457409068602781
"GO:0043069"	"negative regulation of programmed cell death"	"BP"	916	11	0.471605350009087
"GO:0043436"	"oxoacid metabolic process"	"BP"	1091	19	0.0435603741409763
"GO:0043523"	"regulation of neuron apoptotic process"	"BP"	210	6	0.0334026311085517
"GO:0043524"	"negative regulation of neuron apoptotic process"	"BP"	146	2	0.496741744072182
